"seqnames"	"start"	"end"	"width"	"strand"	"EnsemblID"	"Symbol"	"CTCF"
"chr1"	93447131	93449130	2000	"+"	"ENSG00000137942"	"FNBP1L"	1
"chr10"	96719515	96721514	2000	"-"	"ENSG00000155629"	"PIK3AP1"	1
"chr2"	3593832	3595831	2000	"+"	"ENSG00000118004"	"COLEC11"	2
"chrX"	130267900	130269899	2000	"-"	"ENSG00000056277"	"ZNF280C"	0
"chr19"	49928764	49930763	2000	"-"	"ENSG00000213024"	"NUP62"	1
"chr18"	34492290	34494289	2000	"+"	"ENSG00000134769"	"DTNA"	5
"chr2"	54455285	54457284	2000	"+"	"ENSG00000115306"	"SPTBN1"	1
"chr2"	229713559	229715558	2000	"-"	"ENSG00000187957"	"DNER"	1
"chr11"	118224095	118226094	2000	"-"	"ENSG00000160593"	"AMICA1"	5
"chr7"	100217241	100219240	2000	"+"	"ENSG00000213413"	"PVRIG"	0
"chr3"	107376194	107378193	2000	"+"	"ENSG00000138483"	"CCDC54"	3
"chr12"	57430006	57432005	2000	"-"	"ENSG00000179912"	"R3HDM2"	1
"chr5"	181247097	181249096	2000	"-"	"ENSG00000204628"	"GNB2L1"	0
"chr12"	104454295	104456294	2000	"+"	"ENSG00000171310"	"CHST11"	2
"chr8"	94894767	94896766	2000	"+"	"ENSG00000156170"	"NDUFAF6"	2
"chr2"	74146995	74148994	2000	"-"	"ENSG00000163170"	"BOLA3"	15
"chr11"	66420004	66422003	2000	"+"	"ENSG00000174576"	"NPAS4"	0
"chr9"	112332668	112334667	2000	"-"	"ENSG00000119314"	"PTBP3"	1
"chr20"	31869702	31871701	2000	"+"	"ENSG00000131044"	"TTLL9"	2
"chr4"	80182879	80184878	2000	"+"	"ENSG00000152784"	"PRDM8"	3
"chrX"	80013756	80015755	2000	"+"	"ENSG00000122145"	"TBX22"	1
"chr3"	58331880	58333879	2000	"+"	"ENSG00000168297"	"PXK"	0
"chr10"	93072475	93074474	2000	"+"	"ENSG00000095596"	"CYP26A1"	5
"chr2"	241508731	241510730	2000	"-"	"ENSG00000115694"	"STK25"	5
"chrX"	134459153	134461152	2000	"+"	"ENSG00000165704"	"HPRT1"	0
"chr9"	90800787	90802786	2000	"+"	"ENSG00000165025"	"SYK"	1
"chr3"	129248606	129250605	2000	"+"	"ENSG00000181789"	"COPG1"	7
"chr3"	138328887	138330886	2000	"-"	"ENSG00000181322"	"NME9"	3
"chr21"	41360943	41362942	2000	"+"	"ENSG00000183486"	"MX2"	1
"chr14"	77497851	77499850	2000	"-"	"ENSG00000100593"	"ISM2"	36
"chr1"	43524187	43526186	2000	"+"	"ENSG00000142949"	"PTPRF"	1
"chr12"	9606887	9608886	2000	"-"	"ENSG00000111796"	"KLRB1"	1
"chr1"	201508457	201510456	2000	"-"	"ENSG00000159176"	"CSRP1"	8
"chrX"	72180353	72182352	2000	"+"	"ENSG00000102309"	"PIN4"	0
"chr1"	26278176	26280175	2000	"+"	"ENSG00000142669"	"SH3BGRL3"	1
"chr1"	155319896	155321895	2000	"+"	"ENSG00000160753"	"RUSC1"	1
"chrX"	109732404	109734403	2000	"-"	"ENSG00000068366"	"ACSL4"	3
"chrX"	136879765	136881764	2000	"-"	"ENSG00000147274"	"RBMX"	2
"chr9"	104093260	104095259	2000	"+"	"ENSG00000136824"	"SMC2"	2
"chr7"	90382721	90384720	2000	"+"	"ENSG00000157224"	"CLDN12"	5
"chr22"	39518695	39520694	2000	"+"	"ENSG00000128272"	"ATF4"	3
"chr2"	110204067	110206066	2000	"-"	"ENSG00000144061"	"NPHP1"	0
"chr19"	34993784	34995783	2000	"+"	"ENSG00000089351"	"GRAMD1A"	6
"chr13"	45193718	45195717	2000	"-"	"ENSG00000180332"	"KCTD4"	2
"chr15"	66523533	66525532	2000	"-"	"ENSG00000174444"	"RPL4"	2
"chr8"	30082209	30084208	2000	"-"	"ENSG00000133872"	"SARAF"	1
"chr3"	146162654	146164653	2000	"-"	"ENSG00000152952"	"PLOD2"	3
"chr14"	104137723	104139722	2000	"+"	"ENSG00000066735"	"KIF26A"	0
"chr19"	3062108	3064107	2000	"-"	"ENSG00000104964"	"AES"	9
"chr3"	53255053	53257052	2000	"-"	"ENSG00000163931"	"TKT"	2
"chr5"	69368293	69370292	2000	"+"	"ENSG00000152942"	"RAD17"	0
"chr19"	58277966	58279965	2000	"+"	"ENSG00000267216"	"AC010642.1"	0
"chr19"	58228465	58230464	2000	"+"	"ENSG00000269545"	"CTD-3138B18.4"	3
"chr1"	45010330	45012329	2000	"-"	"ENSG00000126107"	"HECTD3"	2
"chr11"	33161372	33163371	2000	"-"	"ENSG00000176102"	"CSTF3"	2
"chr14"	24310450	24312449	2000	"+"	"ENSG00000213903"	"LTB4R"	2
"chr10"	49298193	49300192	2000	"+"	"ENSG00000177354"	"C10orf71"	0
"chr15"	89893639	89895638	2000	"-"	"ENSG00000157823"	"AP3S2"	1
"chr17"	42963499	42965498	2000	"-"	"ENSG00000266967"	"AARSD1"	1
"chrX"	44872177	44874176	2000	"+"	"ENSG00000147050"	"KDM6A"	0
"chr17"	3512853	3514852	2000	"-"	"ENSG00000141255"	"SPATA22"	1
"chr8"	55878813	55880812	2000	"+"	"ENSG00000254087"	"LYN"	1
"chr1"	46219306	46221305	2000	"-"	"ENSG00000085998"	"POMGNT1"	3
"chr12"	56221015	56223014	2000	"+"	"ENSG00000139579"	"NABP2"	6
"chr10"	7786982	7788981	2000	"-"	"ENSG00000151657"	"KIN"	1
"chr17"	82036733	82038732	2000	"-"	"ENSG00000169738"	"DCXR"	0
"chr11"	123654245	123656244	2000	"-"	"ENSG00000166257"	"SCN3B"	1
"chr7"	815615	817614	2000	"+"	"ENSG00000164828"	"SUN1"	7
"chr6"	13327584	13329583	2000	"-"	"ENSG00000145979"	"TBC1D7"	13
"chr1"	42816124	42818123	2000	"+"	"ENSG00000164010"	"ERMAP"	1
"chr19"	44528789	44530788	2000	"-"	"ENSG00000273777"	"CEACAM20"	3
"chr16"	18789384	18791383	2000	"-"	"ENSG00000134419"	"RPS15A"	0
"chr17"	47966810	47968809	2000	"+"	"ENSG00000108465"	"CDK5RAP3"	2
"chr2"	219433846	219435845	2000	"+"	"ENSG00000072195"	"SPEG"	6
"chr1"	31375851	31377850	2000	"-"	"ENSG00000121769"	"FABP3"	7
"chr17"	81926715	81928714	2000	"-"	"ENSG00000197063"	"MAFG"	0
"chr10"	23693746	23695745	2000	"+"	"ENSG00000120549"	"KIAA1217"	1
"chr2"	676440	678439	2000	"-"	"ENSG00000151353"	"TMEM18"	53
"chr7"	12569577	12571576	2000	"+"	"ENSG00000006747"	"SCIN"	0
"chr13"	19957670	19959669	2000	"+"	"ENSG00000121741"	"ZMYM2"	0
"chr5"	163436569	163438568	2000	"+"	"ENSG00000113328"	"CCNG1"	1
"chr7"	43868894	43870893	2000	"-"	"ENSG00000062582"	"MRPS24"	1
"chr3"	25663908	25665907	2000	"-"	"ENSG00000077097"	"TOP2B"	0
"chr17"	67992650	67994649	2000	"-"	"ENSG00000186665"	"C17orf58"	1
"chr1"	160646296	160648295	2000	"-"	"ENSG00000117090"	"SLAMF1"	3
"chr2"	84906009	84908008	2000	"-"	"ENSG00000186854"	"TRABD2A"	3
"chr12"	49322236	49324235	2000	"+"	"ENSG00000135451"	"TROAP"	1
"chr16"	24254553	24256552	2000	"+"	"ENSG00000006116"	"CACNG3"	3
"chr5"	94110700	94112699	2000	"-"	"ENSG00000113391"	"FAM172A"	1
"chr6"	24355903	24357902	2000	"+"	"ENSG00000146049"	"KAAG1"	2
"chr19"	58227594	58229593	2000	"+"	"ENSG00000198131"	"ZNF544"	3
"chr14"	23577801	23579800	2000	"-"	"ENSG00000092051"	"JPH4"	101
"chr6"	31826735	31828734	2000	"+"	"ENSG00000204388"	"HSPA1B"	2
"chr10"	133378234	133380233	2000	"+"	"ENSG00000148832"	"PAOX"	1
"chr12"	18319108	18321107	2000	"-"	"ENSG00000111404"	"RERGL"	0
"chr1"	201428867	201430866	2000	"-"	"ENSG00000159173"	"TNNI1"	5
"chr11"	69640087	69642086	2000	"+"	"ENSG00000110092"	"CCND1"	3
"chr1"	211257377	211259376	2000	"+"	"ENSG00000117625"	"RCOR3"	1
"chr1"	15151532	15153531	2000	"+"	"ENSG00000171729"	"TMEM51"	4
"chr14"	95685417	95687416	2000	"+"	"ENSG00000213231"	"TCL1B"	7
"chr16"	89656846	89658845	2000	"-"	"ENSG00000131165"	"CHMP1A"	1
"chr6"	24357053	24359052	2000	"-"	"ENSG00000146038"	"DCDC2"	3
"chr1"	109618930	109620929	2000	"-"	"ENSG00000134183"	"GNAT2"	5
"chr4"	151276171	151278170	2000	"+"	"ENSG00000189099"	"PRSS48"	1
"chr2"	138500801	138502800	2000	"+"	"ENSG00000144228"	"SPOPL"	2
"chr8"	142777225	142779224	2000	"-"	"ENSG00000180155"	"LYNX1"	0
"chr7"	143278957	143280956	2000	"+"	"ENSG00000178826"	"TMEM139"	0
"chr6"	154831697	154833696	2000	"+"	"ENSG00000146426"	"TIAM2"	9
"chrX"	134236047	134238046	2000	"+"	"ENSG00000203952"	"CCDC160"	0
"chr18"	23502470	23504469	2000	"+"	"ENSG00000141452"	"C18orf8"	4
"chr12"	48182584	48184583	2000	"+"	"ENSG00000177875"	"CCDC184"	4
"chr15"	78506564	78508563	2000	"+"	"ENSG00000188266"	"HYKK"	0
"chr3"	10248372	10250371	2000	"+"	"ENSG00000272410"	"RP11-438J1.1"	3
"chr20"	63980135	63982134	2000	"+"	"ENSG00000101161"	"PRPF6"	0
"chr22"	42073251	42075250	2000	"+"	"ENSG00000177096"	"FAM109B"	2
"chr19"	45321978	45323977	2000	"-"	"ENSG00000104879"	"CKM"	3
"chr20"	57619577	57621576	2000	"-"	"ENSG00000124256"	"ZBP1"	3
"chr5"	177399637	177401636	2000	"-"	"ENSG00000196570"	"PFN3"	0
"chr11"	125590712	125592711	2000	"+"	"ENSG00000134910"	"STT3A"	1
"chr8"	31032801	31034800	2000	"+"	"ENSG00000165392"	"WRN"	0
"chr6"	26032569	26034568	2000	"-"	"ENSG00000278463"	"HIST1H2AB"	8
"chr11"	65861027	65863026	2000	"-"	"ENSG00000172757"	"CFL1"	0
"chr19"	3171346	3173345	2000	"+"	"ENSG00000125910"	"S1PR4"	3
"chr15"	57590908	57592907	2000	"+"	"ENSG00000137878"	"GCOM1"	2
"chr19"	36417657	36419656	2000	"-"	"ENSG00000181007"	"ZFP82"	2
"chr5"	151156883	151158882	2000	"-"	"ENSG00000197043"	"ANXA6"	1
"chr11"	14903997	14905996	2000	"+"	"ENSG00000175868"	"CALCB"	0
"chrX"	63350345	63352344	2000	"-"	"ENSG00000186767"	"SPIN4"	0
"chr11"	56345039	56347038	2000	"+"	"ENSG00000150261"	"OR8K1"	0
"chr16"	55832338	55834337	2000	"-"	"ENSG00000198848"	"CES1"	0
"chr12"	113357566	113359565	2000	"+"	"ENSG00000151176"	"PLBD2"	0
"chr6"	107488958	107490957	2000	"+"	"ENSG00000112320"	"SOBP"	0
"chr10"	69450473	69452472	2000	"+"	"ENSG00000099282"	"TSPAN15"	1
"chr10"	13098653	13100652	2000	"-"	"ENSG00000151468"	"CCDC3"	17
"chr11"	89709299	89711298	2000	"+"	"ENSG00000214414"	"TRIM77"	0
"chr1"	27829778	27831777	2000	"+"	"ENSG00000117751"	"PPP1R8"	6
"chrX"	152913442	152915441	2000	"+"	"ENSG00000147394"	"ZNF185"	17
"chr18"	76494191	76496190	2000	"-"	"ENSG00000101493"	"ZNF516"	1
"chr5"	32173351	32175350	2000	"-"	"ENSG00000113384"	"GOLPH3"	21
"chr2"	186848209	186850208	2000	"-"	"ENSG00000163012"	"ZSWIM2"	2
"chr17"	12664890	12666889	2000	"+"	"ENSG00000141052"	"MYOCD"	1
"chr2"	3378675	3380674	2000	"+"	"ENSG00000171853"	"TRAPPC12"	1
"chr4"	55124590	55126589	2000	"-"	"ENSG00000128052"	"KDR"	3
"chr11"	34357009	34359008	2000	"-"	"ENSG00000166016"	"ABTB2"	2
"chr9"	94258311	94260310	2000	"+"	"ENSG00000175787"	"ZNF169"	3
"chr11"	69674417	69676416	2000	"-"	"ENSG00000149716"	"ORAOV1"	1
"chr22"	28678866	28680865	2000	"-"	"ENSG00000100154"	"TTC28"	3
"chr2"	174394730	174396729	2000	"+"	"ENSG00000144306"	"SCRN3"	0
"chr19"	4866769	4868768	2000	"-"	"ENSG00000105355"	"PLIN3"	12
"chrX"	119149580	119151579	2000	"-"	"ENSG00000250423"	"KIAA1210"	1
"chr11"	56359215	56361214	2000	"+"	"ENSG00000172487"	"OR8J1"	1
"chr16"	89087375	89089374	2000	"+"	"ENSG00000176715"	"ACSF3"	1
"chr3"	157542246	157544245	2000	"+"	"ENSG00000174899"	"PQLC2L"	3
"chr20"	45721351	45723350	2000	"+"	"ENSG00000149651"	"SPINT4"	3
"chr15"	55407511	55409510	2000	"-"	"ENSG00000260916"	"CCPG1"	2
"chr8"	103370515	103372514	2000	"+"	"ENSG00000164932"	"CTHRC1"	4
"chr4"	70049402	70051401	2000	"+"	"ENSG00000126550"	"HTN1"	0
"chr16"	3879727	3881726	2000	"-"	"ENSG00000005339"	"CREBBP"	1
"chr10"	102431662	102433661	2000	"-"	"ENSG00000107874"	"CUEDC2"	3
"chr13"	20701127	20703126	2000	"+"	"ENSG00000172458"	"IL17D"	89
"chr7"	121872089	121874088	2000	"+"	"ENSG00000106278"	"PTPRZ1"	0
"chr1"	202347699	202349698	2000	"+"	"ENSG00000077157"	"PPP1R12B"	3
"chr9"	77176353	77178352	2000	"+"	"ENSG00000197969"	"VPS13A"	1
"chr11"	65786022	65788021	2000	"+"	"ENSG00000172818"	"OVOL1"	2
"chr3"	47282452	47284451	2000	"-"	"ENSG00000088727"	"KIF9"	0
"chr1"	25870254	25872253	2000	"-"	"ENSG00000182749"	"PAQR7"	16
"chr3"	114004833	114006832	2000	"+"	"ENSG00000151576"	"QTRTD1"	1
"chr12"	6532927	6534926	2000	"+"	"ENSG00000111640"	"GAPDH"	7
"chr14"	94103836	94105835	2000	"+"	"ENSG00000165949"	"IFI27"	0
"chr21"	33930608	33932607	2000	"-"	"ENSG00000249209"	"AP000304.12"	0
"chr15"	59205823	59207822	2000	"+"	"ENSG00000171989"	"LDHAL6B"	1
"chr11"	56374624	56376623	2000	"+"	"ENSG00000172199"	"OR8U1"	2
"chr9"	107489483	107491482	2000	"-"	"ENSG00000136826"	"KLF4"	1
"chr13"	20772959	20774958	2000	"-"	"ENSG00000150456"	"N6AMT2"	3
"chr8"	104589733	104591732	2000	"+"	"ENSG00000169946"	"ZFPM2"	4
"chr17"	76452207	76454206	2000	"-"	"ENSG00000175931"	"UBE2O"	0
"chr19"	2943972	2945971	2000	"-"	"ENSG00000175691"	"ZNF77"	19
"chr16"	66565393	66567392	2000	"+"	"ENSG00000089505"	"CMTM1"	3
"chr16"	22813177	22815176	2000	"+"	"ENSG00000122254"	"HS3ST2"	1
"chr5"	171307756	171309755	2000	"-"	"ENSG00000275038"	"RP11-546B8.6"	1
"chr15"	79292285	79294284	2000	"+"	"ENSG00000235711"	"ANKRD34C"	0
"chr16"	70298224	70300223	2000	"+"	"ENSG00000168872"	"DDX19A"	3
"chr5"	144169715	144171714	2000	"-"	"ENSG00000145817"	"YIPF5"	1
"chr1"	2800722	2802721	2000	"-"	"ENSG00000215912"	"TTC34"	3
"chr1"	109547611	109549610	2000	"+"	"ENSG00000065135"	"GNAI3"	2
"chr4"	140755121	140757120	2000	"-"	"ENSG00000109436"	"TBC1D9"	2
"chr15"	59371901	59373900	2000	"-"	"ENSG00000157483"	"MYO1E"	1
"chr16"	89574768	89576767	2000	"+"	"ENSG00000178773"	"CPNE7"	33
"chr19"	18373731	18375730	2000	"+"	"ENSG00000130513"	"GDF15"	4
"chr2"	17752858	17754857	2000	"+"	"ENSG00000178295"	"GEN1"	10
"chr16"	2910937	2912936	2000	"+"	"ENSG00000059122"	"FLYWCH1"	1
"chr7"	99437922	99439921	2000	"+"	"ENSG00000160917"	"CPSF4"	1
"chr16"	3255628	3257627	2000	"-"	"ENSG00000103313"	"MEFV"	1
"chr1"	13346135	13348134	2000	"-"	"ENSG00000204481"	"PRAMEF14"	0
"chr10"	73771291	73773290	2000	"+"	"ENSG00000196968"	"FUT11"	5
"chr19"	49927702	49929701	2000	"+"	"ENSG00000169136"	"ATF5"	2
"chr3"	172038628	172040627	2000	"+"	"ENSG00000075420"	"FNDC3B"	1
"chr19"	4228498	4230497	2000	"+"	"ENSG00000105246"	"EBI3"	7
"chrY"	22307823	22309822	2000	"+"	"ENSG00000226941"	"RBMY1J"	0
"chrX"	109624173	109626172	2000	"-"	"ENSG00000176076"	"KCNE5"	0
"chr16"	20805429	20807428	2000	"+"	"ENSG00000005189"	"AC004381.6"	2
"chr17"	42193533	42195532	2000	"-"	"ENSG00000167925"	"GHDC"	4
"chr8"	144062833	144064832	2000	"-"	"ENSG00000178814"	"OPLAH"	3
"chrX"	16649158	16651157	2000	"+"	"ENSG00000169906"	"S100G"	0
"chr11"	67402915	67404914	2000	"+"	"ENSG00000175463"	"TBC1D10C"	1
"chr6"	132797554	132799553	2000	"-"	"ENSG00000146409"	"SLC18B1"	1
"chr1"	205121016	205123015	2000	"-"	"ENSG00000117222"	"RBBP5"	1
"chr15"	48876886	48878885	2000	"+"	"ENSG00000255302"	"EID1"	1
"chr9"	131393093	131395092	2000	"+"	"ENSG00000130723"	"PRRC2B"	3
"chr3"	179321991	179323990	2000	"+"	"ENSG00000121864"	"ZNF639"	5
"chr20"	5949559	5951558	2000	"-"	"ENSG00000089195"	"TRMT6"	0
"chr22"	50269768	50271767	2000	"-"	"ENSG00000185386"	"MAPK11"	1
"chr11"	64165107	64167106	2000	"-"	"ENSG00000133315"	"MACROD1"	1
"chr1"	13284175	13286174	2000	"-"	"ENSG00000182330"	"PRAMEF8"	0
"chr10"	49981190	49983189	2000	"+"	"ENSG00000204149"	"AGAP6"	1
"chr4"	39527312	39529311	2000	"-"	"ENSG00000109814"	"UGDH"	12
"chr5"	60944129	60946128	2000	"+"	"ENSG00000164182"	"NDUFAF2"	3
"chr22"	36912628	36914627	2000	"+"	"ENSG00000100368"	"CSF2RB"	3
"chr21"	6559714	6561713	2000	"+"	"ENSG00000276076"	"CH507-152C13.3"	0
"chr5"	140881208	140883207	2000	"+"	"ENSG00000239389"	"PCDHA13"	3
"chr19"	47018820	47020819	2000	"+"	"ENSG00000130751"	"NPAS1"	71
"chr5"	171308284	171310283	2000	"+"	"ENSG00000164438"	"TLX3"	0
"chr5"	74639023	74641022	2000	"+"	"ENSG00000049860"	"HEXB"	0
"chr19"	46345994	46347993	2000	"+"	"ENSG00000011485"	"PPP5C"	3
"chr1"	155172787	155174786	2000	"+"	"ENSG00000163462"	"TRIM46"	1
"chr1"	39787862	39789861	2000	"-"	"ENSG00000116985"	"BMP8B"	0
"chr22"	32473676	32475675	2000	"+"	"ENSG00000100225"	"FBXO7"	0
"chr19"	11236450	11238449	2000	"+"	"ENSG00000130173"	"C19orf80"	97
"chr9"	27572867	27574866	2000	"-"	"ENSG00000147894"	"C9orf72"	16
"chr2"	201450612	201452611	2000	"-"	"ENSG00000115993"	"TRAK2"	36
"chr11"	119017692	119019691	2000	"-"	"ENSG00000118181"	"RPS25"	2
"chr2"	45008431	45010430	2000	"-"	"ENSG00000170577"	"SIX2"	1
"chrX"	147980329	147982328	2000	"+"	"ENSG00000176988"	"FMR1NB"	1
"chr11"	57389658	57391657	2000	"-"	"ENSG00000186652"	"PRG2"	2
"chr19"	19514736	19516735	2000	"+"	"ENSG00000186010"	"NDUFA13"	35
"chr18"	48538046	48540045	2000	"+"	"ENSG00000134030"	"CTIF"	1
"chr2"	60880521	60882520	2000	"+"	"ENSG00000162924"	"REL"	1
"chrX"	72238048	72240047	2000	"-"	"ENSG00000186871"	"ERCC6L"	1
"chr16"	10325434	10327433	2000	"+"	"ENSG00000166669"	"ATF7IP2"	1
"chr8"	98045470	98047469	2000	"-"	"ENSG00000156482"	"RPL30"	0
"chr6"	96520595	96522594	2000	"+"	"ENSG00000014123"	"UFL1"	0
"chr12"	75208869	75210868	2000	"-"	"ENSG00000166006"	"KCNC2"	1
"chr3"	43689113	43691112	2000	"+"	"ENSG00000011198"	"ABHD5"	1
"chr3"	36992332	36994331	2000	"+"	"ENSG00000076242"	"MLH1"	1
"chr3"	10247023	10249022	2000	"+"	"ENSG00000157014"	"TATDN2"	8
"chr1"	154962854	154964853	2000	"-"	"ENSG00000163348"	"PYGO2"	4
"chr2"	120734623	120736622	2000	"+"	"ENSG00000074047"	"GLI2"	0
"chr3"	121834183	121836182	2000	"+"	"ENSG00000145088"	"EAF2"	1
"chr2"	31232859	31234858	2000	"-"	"ENSG00000214711"	"CAPN14"	2
"chrX"	14528298	14530297	2000	"+"	"ENSG00000101958"	"GLRA2"	0
"chr1"	26317364	26319363	2000	"-"	"ENSG00000158062"	"UBXN11"	4
"chr14"	74492720	74494719	2000	"+"	"ENSG00000165898"	"ISCA2"	0
"chr13"	49494610	49496609	2000	"+"	"ENSG00000136147"	"PHF11"	1
"chrX"	52068249	52070248	2000	"-"	"ENSG00000187243"	"MAGED4B"	1
"chr19"	11261482	11263481	2000	"-"	"ENSG00000130158"	"DOCK6"	3
"chr12"	110072687	110074686	2000	"-"	"ENSG00000174456"	"C12orf76"	4
"chr10"	22315388	22317387	2000	"+"	"ENSG00000269897"	"COMMD3-BMI1"	0
"chr5"	43482894	43484893	2000	"-"	"ENSG00000151881"	"C5orf28"	91
"chr2"	48528383	48530382	2000	"+"	"ENSG00000243244"	"STON1"	2
"chr20"	64048642	64050641	2000	"-"	"ENSG00000203883"	"SOX18"	0
"chrX"	47658162	47660161	2000	"-"	"ENSG00000126756"	"UXT"	1
"chr9"	126859665	126861664	2000	"+"	"ENSG00000177125"	"ZBTB34"	0
"chr19"	37217154	37219153	2000	"-"	"ENSG00000245680"	"ZNF585B"	0
"chr19"	16828400	16830399	2000	"+"	"ENSG00000127511"	"SIN3B"	0
"chr3"	190321541	190323540	2000	"+"	"ENSG00000113946"	"CLDN16"	0
"chr9"	94327645	94329644	2000	"-"	"ENSG00000130950"	"NUTM2F"	0
"chr2"	68466259	68468258	2000	"-"	"ENSG00000204923"	"FBXO48"	1
"chr2"	38376286	38378285	2000	"-"	"ENSG00000119787"	"ATL2"	2
"chr4"	70369093	70371092	2000	"+"	"ENSG00000171201"	"SMR3B"	1
"chr1"	184753914	184755913	2000	"-"	"ENSG00000116406"	"EDEM3"	1
"chr1"	93078235	93080234	2000	"+"	"ENSG00000143033"	"MTF2"	0
"chr12"	7303284	7305283	2000	"+"	"ENSG00000215009"	"ACSM4"	1
"chr11"	71997541	71999540	2000	"+"	"ENSG00000137496"	"IL18BP"	0
"chr10"	109922554	109924553	2000	"-"	"ENSG00000108039"	"XPNPEP1"	0
"chr1"	205942461	205944460	2000	"-"	"ENSG00000174502"	"SLC26A9"	0
"chr10"	7665999	7667998	2000	"-"	"ENSG00000123243"	"ITIH5"	0
"chr4"	4247213	4249212	2000	"-"	"ENSG00000132406"	"TMEM128"	1
"chr3"	48594268	48596267	2000	"-"	"ENSG00000114270"	"COL7A1"	179
"chr5"	55534051	55536050	2000	"-"	"ENSG00000067113"	"PPAP2A"	5
"chr6"	88165360	88167359	2000	"-"	"ENSG00000118432"	"CNR1"	2
"chr17"	64412777	64414776	2000	"-"	"ENSG00000261371"	"PECAM1"	5
"chr1"	39954112	39956111	2000	"+"	"ENSG00000168389"	"MFSD2A"	2
"chr1"	42816253	42818252	2000	"-"	"ENSG00000177868"	"SVBP"	1
"chr22"	38951741	38953740	2000	"+"	"ENSG00000128383"	"APOBEC3A"	1
"chr3"	171842349	171844348	2000	"+"	"ENSG00000186329"	"TMEM212"	5
"chr5"	80959672	80961671	2000	"+"	"ENSG00000113319"	"RASGRF2"	2
"chr20"	63955416	63957415	2000	"-"	"ENSG00000198276"	"UCKL1"	0
"chr6"	31157542	31159541	2000	"+"	"ENSG00000137310"	"TCF19"	1
"chr11"	101914015	101916014	2000	"+"	"ENSG00000110318"	"CEP126"	0
"chr17"	1269559	1271558	2000	"+"	"ENSG00000205899"	"BHLHA9"	9
"chr1"	152662396	152664395	2000	"+"	"ENSG00000187223"	"LCE2D"	1
"chr19"	49505816	49507815	2000	"+"	"ENSG00000104870"	"FCGRT"	3
"chr12"	57603622	57605621	2000	"+"	"ENSG00000178498"	"DTX3"	5
"chr19"	19899913	19901912	2000	"+"	"ENSG00000184635"	"ZNF93"	1
"chr10"	124417977	124419976	2000	"-"	"ENSG00000065154"	"OAT"	1
"chr19"	48254947	48256946	2000	"-"	"ENSG00000105483"	"CARD8"	0
"chr22"	38981347	38983346	2000	"+"	"ENSG00000179750"	"APOBEC3B"	1
"chr16"	11522589	11524588	2000	"-"	"ENSG00000188897"	"CTD-3088G3.8"	3
"chr19"	1847464	1849463	2000	"-"	"ENSG00000079313"	"REXO1"	136
"chr1"	39691182	39693181	2000	"+"	"ENSG00000084072"	"PPIE"	2
"chr11"	58267261	58269260	2000	"-"	"ENSG00000172772"	"OR10W1"	1
"chr17"	58691573	58693572	2000	"+"	"ENSG00000108384"	"RAD51C"	1
"chrX"	72276301	72278300	2000	"-"	"ENSG00000198034"	"RPS4X"	0
"chr9"	124256606	124258605	2000	"+"	"ENSG00000119408"	"NEK6"	1
"chr20"	10673108	10675107	2000	"-"	"ENSG00000101384"	"JAG1"	2
"chr1"	11654786	11656785	2000	"-"	"ENSG00000116661"	"FBXO2"	1
"chr17"	1278663	1280662	2000	"+"	"ENSG00000184811"	"TUSC5"	0
"chr17"	34269221	34271220	2000	"+"	"ENSG00000108688"	"CCL7"	3
"chr5"	115179547	115181546	2000	"-"	"ENSG00000152503"	"TRIM36"	1
"chr11"	55794556	55796555	2000	"+"	"ENSG00000186113"	"OR5D14"	2
"chr2"	223956404	223958403	2000	"+"	"ENSG00000135900"	"MRPL44"	7
"chr22"	42078691	42080690	2000	"+"	"ENSG00000183172"	"SMDT1"	0
"chr5"	55306760	55308759	2000	"+"	"ENSG00000039123"	"SKIV2L2"	3
"chr4"	173368969	173370968	2000	"+"	"ENSG00000164105"	"SAP30"	2
"chr6"	7346447	7348446	2000	"-"	"ENSG00000124783"	"SSR1"	1
"chr1"	151805155	151807154	2000	"-"	"ENSG00000213171"	"LINGO4"	5
"chr19"	47047631	47049630	2000	"-"	"ENSG00000130748"	"TMEM160"	0
"chr17"	50477800	50479799	2000	"+"	"ENSG00000136444"	"RSAD1"	0
"chr4"	75723593	75725592	2000	"+"	"ENSG00000138768"	"USO1"	2
"chr15"	22079527	22081526	2000	"+"	"ENSG00000274102"	"OR4M2"	0
"chr3"	138833939	138835938	2000	"-"	"ENSG00000051382"	"PIK3CB"	0
"chr2"	38874935	38876934	2000	"-"	"ENSG00000163214"	"DHX57"	3
"chr7"	56063002	56065001	2000	"+"	"ENSG00000129103"	"SUMF2"	4
"chr16"	30112857	30114856	2000	"-"	"ENSG00000102886"	"GDPD3"	1
"chr8"	31032716	31034715	2000	"-"	"ENSG00000172733"	"PURG"	1
"chr12"	18246614	18248613	2000	"+"	"ENSG00000139144"	"PIK3C2G"	1
"chr19"	1382527	1384526	2000	"+"	"ENSG00000115286"	"NDUFS7"	21
"chr16"	67198111	67200110	2000	"+"	"ENSG00000102890"	"ELMO3"	4
"chr11"	55818630	55820629	2000	"+"	"ENSG00000186119"	"OR5D18"	0
"chrX"	16711937	16713936	2000	"-"	"ENSG00000047230"	"CTPS2"	80
"chr5"	177350853	177352852	2000	"-"	"ENSG00000169223"	"LMAN2"	0
"chr14"	63101038	63103037	2000	"-"	"ENSG00000140015"	"KCNH5"	0
